165	1
1200	1000	1650
49	335	0	305	0	232	1	78	1	100	100	999	0
50	334	0	288	0	258	1	3	13	100	100	999	0
51	334	0	240	0	245	1	1	1	100	100	999	0
52	331	0	198	0	268	1	10	4	100	100	999	0
53	328	0	236	0	207	1	7	8	100	100	999	0
54	324	0	168	0	254	1	1	1	100	100	999	0
55	313	0	313	0	249	1	2	6	100	100	999	0
56	308	0	245	0	129	1	5	1	100	100	999	0
57	308	0	245	0	129	1	6	1	100	100	999	0
58	308	0	245	0	129	1	1	1	100	100	999	0
59	307	0	168	0	169	1	4	4	100	100	999	0
60	302	0	153	0	156	1	4	1	100	100	999	0
61	300	0	165	0	170	1	1	4	100	100	999	0
62	298	0	107	0	130	1	10	2	100	100	999	0
63	295	0	192	0	242	1	12	9	100	100	999	0
64	295	0	285	0	260	1	4	12	100	100	999	0
65	295	0	192	0	242	1	27	9	100	100	999	0
66	294	0	208	0	128	1	10	10	100	100	999	0
67	293	0	232	0	100	1	81	1	100	100	999	0
68	293	0	250	0	129	1	3	4	100	100	999	0
69	293	0	232	0	100	1	16	1	100	100	999	0
70	292	0	238	0	232	1	2	1	100	100	999	0
71	292	0	290	0	252	1	6	14	100	100	999	0
72	291	0	160	0	220	1	81	6	100	100	999	0
73	290	0	243	0	163	1	4	1	100	100	999	0
74	287	0	199	0	232	1	8	6	100	100	999	0
75	285	0	254	0	370	1	5	12	100	100	999	0
76	284	0	144	0	211	1	9	4	100	100	999	0
77	282	0	194	0	174	1	12	5	100	100	999	0
78	282	0	132	0	250	1	1	1	100	100	999	0
79	282	0	195	0	110	1	5	1	100	100	999	0
80	280	0	240	0	93	1	11	1	100	100	999	0
81	279	0	234	0	254	1	7	1	100	100	999	0
82	278	0	208	0	156	1	4	2	100	100	999	0
83	276	0	137	0	175	1	1	1	100	100	999	0
84	276	0	148	0	162	1	4	1	100	100	999	0
85	275	0	234	0	254	1	1	1	100	100	999	0
86	270	0	205	0	170	1	2	5	100	100	999	0
87	269	0	139	0	236	1	1	1	100	100	999	0
88	269	0	239	0	235	1	1	5	100	100	999	0
89	268	0	242	0	236	1	4	8	100	100	999	0
90	263	0	240	0	241	1	1	6	100	100	999	0
91	258	0	215	0	236	1	5	6	100	100	999	0
92	257	0	214	0	231	1	6	6	100	100	999	0
93	256	0	246	0	113	1	1	1	100	100	999	0
94	256	0	186	0	192	1	7	4	100	100	999	0
95	256	0	246	0	113	1	5	1	100	100	999	0
96	254	0	138	0	190	1	3	3	100	100	999	0
97	254	0	138	0	208	1	2	3	100	100	999	0
98	254	0	115	0	128	1	1	1	100	100	999	0
99	254	0	138	0	208	1	1	3	100	100	999	0
100	254	0	115	0	128	1	4	1	100	100	999	0
101	251	0	157	0	159	1	5	2	100	100	999	0
102	250	0	140	0	200	1	10	4	100	100	999	0
103	250	0	222	0	146	1	1	1	100	100	999	0
104	241	0	192	0	226	1	6	6	100	100	999	0
105	240	0	180	0	225	1	48	6	100	100	999	0
106	240	0	220	0	260	1	3	1	100	100	999	0
107	240	0	222	0	265	1	27	1	100	100	999	0
108	240	0	180	0	225	1	2	6	100	100	999	0
109	237	0	180	0	228	1	38	6	100	100	999	0
110	237	0	226	0	268	1	4	1	100	100	999	0
111	236	0	238	0	243	1	1	3	100	100	999	0
112	231	0	181	0	243	1	7	5	100	100	999	0
113	229	0	213	0	235	1	4	1	100	100	999	0
114	229	0	171	0	211	1	12	4	100	100	999	0
115	226	0	192	0	225	1	4	1	100	100	999	0
116	226	0	158	0	140	1	2	6	100	100	999	0
117	222	0	174	0	214	1	4	4	100	100	999	0
118	221	0	167	0	225	1	30	5	100	100	999	0
119	220	0	133	0	231	1	2	1	100	100	999	0
120	220	0	167	0	147	1	16	3	100	100	999	0
121	216	0	108	0	128	1	50	1	100	100	999	0
122	216	0	191	0	246	1	4	1	100	100	999	0
123	216	0	108	0	128	1	1	1	100	100	999	0
124	208	0	164	0	150	1	10	2	100	100	999	0
125	206	0	185	0	189	1	3	3	100	100	999	0
126	205	0	153	0	114	1	1	1	100	100	999	0
127	205	0	134	0	135	1	1	1	100	100	999	0
128	204	0	199	0	190	1	1	2	100	100	999	0
129	204	0	157	0	128	1	1	1	100	100	999	0
130	204	0	157	0	128	1	3	1	100	100	999	0
131	203	0	137	0	136	1	12	2	100	100	999	0
132	202	0	153	0	141	1	6	1	100	100	999	0
133	200	0	189	0	241	1	3	4	100	100	999	0
134	200	0	140	0	132	1	5	2	100	100	999	0
135	199	0	157	0	189	1	3	3	100	100	999	0
136	193	0	123	0	153	1	8	1	100	100	999	0
137	192	0	121	0	132	1	3	1	100	100	999	0
138	191	0	150	0	183	1	29	3	100	100	999	0
139	190	0	150	0	172	1	52	3	100	100	999	0
140	190	0	64	0	122	1	1	3	100	100	999	0
141	190	0	150	0	172	1	2	3	100	100	999	0
142	189	0	143	0	180	1	15	2	100	100	999	0
143	189	0	148	0	196	1	1	2	100	100	999	0
144	189	0	143	0	180	1	26	2	100	100	999	0
145	187	0	148	0	176	1	7	3	100	100	999	0
146	181	0	105	0	212	1	4	1	100	100	999	0
147	181	0	105	0	135	1	7	2	100	100	999	0
148	180	0	170	0	193	1	1	3	100	100	999	0
149	180	0	170	0	183	1	12	3	100	100	999	0
150	180	0	170	0	193	1	7	3	100	100	999	0
151	172	0	143	0	159	1	129	3	100	100	999	0
152	168	0	146	0	129	1	14	2	100	100	999	0
153	157	0	118	0	178	1	2	2	100	100	999	0
154	157	0	102	0	128	1	1	3	100	100	999	0
155	154	0	104	0	226	1	6	3	100	100	999	0
156	152	0	130	0	92	1	4	1	100	100	999	0
157	152	0	130	0	92	1	2	1	100	100	999	0
158	150	0	141	0	153	1	12	1	100	100	999	0
159	149	0	126	0	235	1	2	1	100	100	999	0
160	144	0	135	0	165	1	5	1	100	100	999	0
161	140	0	252	0	208	1	2	3	100	100	999	0
162	136	0	93	0	170	1	1	1	100	100	999	0
163	51	0	33	0	22	1	1	1	100	100	999	0
164	28	0	20	0	12	1	1	1	100	100	999	0
